<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
AAPL,0,20160125,093357,101.170000000,100
AAPL,0,20160125,093357,101.170000000,100
AAPL,0,20160125,093357,101.160000000,100
AAPL,0,20160125,093359,101.160000000,100
AAPL,0,20160125,093359,101.160000000,100
AAPL,0,20160125,093359,101.160000000,100
AAPL,0,20160125,093359,101.160000000,100
AAPL,0,20160125,093400,101.170000000,100
AAPL,0,20160125,093401,101.150000000,100
AAPL,0,20160125,093401,101.150000000,100
AAPL,0,20160125,093401,101.120000000,100
AAPL,0,20160125,093402,101.090000000,100
AAPL,0,20160125,093403,101.070000000,100
AAPL,0,20160125,093403,101.060000000,100
AAPL,0,20160125,093403,101.050000000,100
AAPL,0,20160125,093403,101.040000000,100
AAPL,0,20160125,093403,101.040000000,100
AAPL,0,20160125,093404,101.050000000,100
AAPL,0,20160125,093406,101.020000000,100
AAPL,0,20160125,093408,101.030000000,100
AAPL,0,20160125,093409,101.030000000,100
AAPL,0,20160125,093409,101.030000000,100
AAPL,0,20160125,093409,101.030000000,100
AAPL,0,20160125,093409,101.030000000,100
AAPL,0,20160125,093409,101.040000000,100
AAPL,0,20160125,093409,101.040000000,100
AAPL,0,20160125,093411,101.040000000,100
AAPL,0,20160125,093411,101.030000000,100
AAPL,0,20160125,093415,101.030000000,100
AAPL,0,20160125,093415,101.030000000,100
AAPL,0,20160125,093415,101.030000000,100
AAPL,0,20160125,093415,101.030000000,100
AAPL,0,20160125,093415,101.030000000,100
AAPL,0,20160125,093415,101.030000000,100
AAPL,0,20160125,093415,101.030000000,100
AAPL,0,20160125,093415,101.040000000,100
AAPL,0,20160125,093415,101.040000000,100
AAPL,0,20160125,093415,101.050000000,100
AAPL,0,20160125,093415,101.070000000,100
AAPL,0,20160125,093415,101.080000000,100
AAPL,0,20160125,093416,101.080000000,100
AAPL,0,20160125,093417,101.040000000,100
AAPL,0,20160125,093420,100.990000000,100
AAPL,0,20160125,093420,100.990000000,100
AAPL,0,20160125,093422,100.970000000,100
AAPL,0,20160125,093422,100.980000000,100
AAPL,0,20160125,093422,100.990000000,100
AAPL,0,20160125,093422,101.000000000,100
AAPL,0,20160125,093422,101.000000000,100
AAPL,0,20160125,093422,101.000000000,100
AAPL,0,20160125,093422,101.000000000,100
AAPL,0,20160125,093422,101.000000000,100
AAPL,0,20160125,093422,101.010000000,100
AAPL,0,20160125,093422,101.010000000,100
AAPL,0,20160125,093422,101.000000000,100
AAPL,0,20160125,093424,101.010000000,100
AAPL,0,20160125,093424,101.010000000,100
AAPL,0,20160125,093424,101.010000000,100
AAPL,0,20160125,093424,101.050000000,100
AAPL,0,20160125,093424,101.060000000,100
AAPL,0,20160125,093424,101.060000000,100
AAPL,0,20160125,093424,101.070000000,100
AAPL,0,20160125,093424,101.070000000,100
AAPL,0,20160125,093424,101.070000000,100
AAPL,0,20160125,093424,101.080000000,100
AAPL,0,20160125,093425,101.100000000,100
AAPL,0,20160125,093426,101.150000000,100
AAPL,0,20160125,093426,101.150000000,100
AAPL,0,20160125,093426,101.160000000,100
AAPL,0,20160125,093426,101.170000000,100
AAPL,0,20160125,093427,101.130000000,100
AAPL,0,20160125,093430,101.140000000,100
AAPL,0,20160125,093430,101.140000000,100
AAPL,0,20160125,093430,101.140000000,100
AAPL,0,20160125,093431,101.100000000,100
AAPL,0,20160125,093432,101.080000000,100
AAPL,0,20160125,093432,101.080000000,100
AAPL,0,20160125,093432,101.080000000,100
AAPL,0,20160125,093433,101.090000000,100
AAPL,0,20160125,093433,101.110000000,100
AAPL,0,20160125,093434,101.090000000,200
AAPL,0,20160125,093435,101.080000000,100
AAPL,0,20160125,093435,101.060000000,100
AAPL,0,20160125,093435,101.060000000,200
