<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
GAZP,0,20160126,100014,130.930000000,440
GAZP,0,20160126,100014,130.930000000,100
GAZP,0,20160126,100014,130.910000000,80
GAZP,0,20160126,100014,130.900000000,130
GAZP,0,20160126,100015,130.910000000,200
GAZP,0,20160126,100015,130.910000000,200
GAZP,0,20160126,100015,130.930000000,700
GAZP,0,20160126,100015,130.930000000,150
GAZP,0,20160126,100015,130.930000000,160
GAZP,0,20160126,100015,130.930000000,50
GAZP,0,20160126,100015,130.930000000,50
GAZP,0,20160126,100015,130.920000000,330
GAZP,0,20160126,100015,130.920000000,300
GAZP,0,20160126,100015,130.920000000,100
GAZP,0,20160126,100015,130.910000000,100
GAZP,0,20160126,100015,130.910000000,200
GAZP,0,20160126,100015,130.910000000,30
GAZP,0,20160126,100015,130.700000000,480
GAZP,0,20160126,100015,130.700000000,1000
GAZP,0,20160126,100015,130.660000000,760
GAZP,0,20160126,100015,130.750000000,200
GAZP,0,20160126,100015,130.690000000,900
GAZP,0,20160126,100015,130.680000000,400
GAZP,0,20160126,100015,130.670000000,600
GAZP,0,20160126,100015,130.670000000,770
GAZP,0,20160126,100015,130.650000000,5000
GAZP,0,20160126,100015,130.620000000,140
GAZP,0,20160126,100015,130.620000000,1990
GAZP,0,20160126,100015,130.640000000,500
GAZP,0,20160126,100015,130.670000000,400
GAZP,0,20160126,100016,130.860000000,500
GAZP,0,20160126,100016,130.740000000,200
GAZP,0,20160126,100016,130.680000000,10
GAZP,0,20160126,100017,130.700000000,200
GAZP,0,20160126,100017,130.700000000,200
GAZP,0,20160126,100017,130.700000000,200
GAZP,0,20160126,100017,130.700000000,200
GAZP,0,20160126,100017,130.700000000,730
GAZP,0,20160126,100018,130.700000000,3250
GAZP,0,20160126,100018,130.700000000,20
GAZP,0,20160126,100018,130.700000000,10
GAZP,0,20160126,100018,130.820000000,120
GAZP,0,20160126,100018,130.830000000,360
GAZP,0,20160126,100018,130.830000000,260
